nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y,targetPose
0.4208567440509796,0.4036547001451254,0.3672903776168823,0.3924503419548273,0.4376426637172699,0.389865480363369,0.32448816299438477,0.40951418690383434,0.461405873298645,0.4009938146919012,0.288763165473938,0.4859581831842661,0.531022846698761,0.47756444476544857,0.2246902585029602,0.5699362531304359,0.6562838554382324,0.5622197389602661,0.11809524148702621,0.5114604756236076,0.7888530492782593,0.5020802207291126,0.34551653265953064,0.7238835170865059,0.5207753777503967,0.7104521542787552,0.3146527111530304,0.766882412135601,0.728285014629364,0.7276061214506626,0.3197519779205322,0.7723099626600742,0.7113952040672302,0.7757038958370686,correctDown
0.3973102674939204,0.40542994648676123,0.3617607064633763,0.38845238349378386,0.4204732752988797,0.38848855294563556,0.32824961168687955,0.40758006136446817,0.45057941628918474,0.4011363781384311,0.2881771276376652,0.4836579006677947,0.5225310612449936,0.47066797259317805,0.21967735530776977,0.5730852003354491,0.6362985324235503,0.5615089676056135,0.09427149752297546,0.5097538160834059,0.7693246816516385,0.5098005177306283,0.34269844240541736,0.7149241735267835,0.5129430347537371,0.7105204074046412,0.32713284294538986,0.7538372540362734,0.7403614361955385,0.7361305852469741,0.3228530573671337,0.8622679581619138,0.6550088753771866,0.8704945041804958,correctDown
0.41355008958883355,0.4056072661252408,0.3714665943823294,0.38906203199480277,0.4302159470806076,0.388088791585941,0.32536310362091914,0.4083147904454303,0.4498443140918523,0.4032231141551355,0.28819439709028566,0.48298954565115065,0.5234986616875144,0.4738440203030755,0.2229452960534346,0.5747112367807845,0.638348718150869,0.5643715436972041,0.1003828505535806,0.5119352138142577,0.7716025574366524,0.5056484691670564,0.3408206431252827,0.7140352195764683,0.5091303247403375,0.7097087366864715,0.3334268787351504,0.7973278527914787,0.7419371963532503,0.7331699492046495,0.3246233852647514,0.8728598753472288,0.6538267321710511,0.8774035369144254,correctDown
0.4130737054208877,0.4071993242013853,0.37270859158189473,0.390837259439599,0.43098027842708203,0.38999502426870364,0.3281380523455946,0.40786136019951114,0.44870297786656893,0.40466280647066866,0.28556553803563806,0.4797205397061187,0.5249755037317437,0.4728496257641974,0.22281557652368625,0.5743329958466906,0.6324919932531239,0.5653501124541095,0.10135117373775956,0.5135951749630371,0.777215406501196,0.5040851777474394,0.33962196897556635,0.7089129099941919,0.5037772002324024,0.7065910652891869,0.32866597849100193,0.751751020017084,0.7426686115372039,0.7342156785290069,0.32266115369010506,0.8649301180176266,0.6544298222293731,0.8738271748518678,correctDown
0.4144677443344135,0.4065717093640928,0.3727160494053658,0.39054292200166824,0.43274015610414424,0.38953754906379745,0.3278463167770004,0.4062365440374542,0.4500390913640087,0.4036228015637338,0.2860323663726458,0.48058371337933287,0.5236007459277825,0.47366151689498304,0.21173024264953805,0.5738787002225483,0.6342003836372965,0.5629520508962458,0.09628605890444239,0.5112156462718037,0.7740524129734079,0.5055022387047119,0.3397101390714639,0.7097683647879923,0.5057149640410716,0.706597862786171,0.32463314764266216,0.7518878697650622,0.742725436661158,0.7391541058690162,0.326870118411321,0.8641384935514491,0.6567518936614047,0.8717883892360085,correctDown
0.4163812053504321,0.40758408893186876,0.378811178237529,0.3896512344694203,0.4337866860680075,0.38945148278204844,0.3295790725537293,0.40665406502104257,0.4488072207616929,0.4038162157708521,0.28632954012687867,0.48110887319716494,0.5231665428881411,0.47391263090948377,0.21744999305747514,0.5747198984723949,0.6306393174791517,0.5617778149315865,0.09647474565044484,0.5127946170130739,0.7757348625734509,0.5047525313162036,0.34123559440807005,0.709632805989656,0.5040067097172168,0.7062001419395729,0.3269634577940578,0.7700405047855171,0.7416289303610623,0.7395214946859792,0.3261269558972391,0.8631451078556001,0.6565798668508807,0.8726730047857163,correctDown
0.41857654823690305,0.4064105163058328,0.37947074758070065,0.38859063223722057,0.43505921693774735,0.38869034356675336,0.3289944370778169,0.40536089618331594,0.44960555242224615,0.40274669772019156,0.2843233825131125,0.48286743346132566,0.5228113450801299,0.4749206991695087,0.21467657589159556,0.5745331263937836,0.6284341029982098,0.5617154633197439,0.09490611054429172,0.5115982116927805,0.7745876980609906,0.5049765057376016,0.3407947128200371,0.711266752662056,0.5047591509073833,0.7071993311745836,0.32406531309784253,0.751529487912925,0.7410738529696039,0.7410872647391413,0.32170734865763534,0.8620944390369134,0.6549844346869789,0.8754203704493208,correctDown
0.414813274846332,0.40718707890858336,0.3718491751919175,0.39122619206162973,0.43271309705194394,0.38978443829607407,0.32661571997995925,0.40630846217296196,0.4503441499245058,0.4018952743862193,0.2858840345464331,0.4833461017429107,0.5205386361676856,0.47226453794127377,0.21773513824786525,0.5758437742615631,0.6289794718621459,0.5629724181872551,0.09731039178672847,0.5091294006417936,0.7739637490362574,0.5056489855395169,0.3427805747684643,0.7116291826747543,0.5031754702796414,0.7081913242588995,0.32788735217906884,0.7534783510482103,0.73849494129905,0.7394015833164828,0.32022027373441375,0.8625640447786825,0.6471753990451476,0.8729102258288404,correctDown
0.3987289777110945,0.4076247889728165,0.36072635855915386,0.3901002651343664,0.4225730279969844,0.38896614332729457,0.32180977746965933,0.4070469873176138,0.4456895611937292,0.4023677875896029,0.2807584510490608,0.48280659471680937,0.5203038018641807,0.47244307828037774,0.21845171654377124,0.5762464858766486,0.630641513716355,0.5636291060739488,0.09733641774964177,0.5125642063611613,0.7769913809318949,0.5005777025343708,0.34076505260216805,0.7092181125486915,0.5068575502060978,0.7055715442632468,0.3275935883635606,0.7574347528709657,0.7461726032307493,0.7419915003857961,0.3173063267160768,0.8622373223750615,0.6487425214951569,0.8748083248883827,correctDown
0.4050007346064548,0.4069142165682277,0.3642956051537268,0.39011771665919753,0.42500194973703176,0.3888171433761015,0.32262234403971257,0.40699527380578315,0.4450965514708471,0.4020380564990759,0.2835267148916607,0.4828637235975647,0.5187745279435105,0.4745270966845599,0.22083399600378256,0.5814988946390041,0.6282502185522316,0.5633107678332031,0.09872065658528167,0.5122325163480396,0.7688551779464601,0.5015105967826776,0.342116831855638,0.7117771043062848,0.5070861115585389,0.7083949738072767,0.3210937038933472,0.7481567369886778,0.7380985191352979,0.7384703785043617,0.31815083230962843,0.8636237163865481,0.6476563960977634,0.8742453037990172,correctDown
0.4089458238962695,0.40552949662354437,0.36774867261810495,0.38928626389586224,0.4279353888395219,0.3884620476290041,0.32377879436607193,0.40481450694597043,0.44586328221386196,0.40045047804724304,0.28275646083091543,0.48138871601190425,0.5154770740183212,0.46893914591342944,0.21996640527266215,0.5788209607932797,0.6305117068609777,0.5626854520182308,0.10260866158450944,0.5122591792265404,0.7690661528725311,0.5048197991092221,0.33765757944623853,0.7118229281568776,0.5057369136104349,0.7070047030100067,0.32027039550319975,0.7478427410238915,0.740755242053036,0.7411495491951609,0.32076797497789583,0.864078160952554,0.6468871590350131,0.87467732187765,correctDown
0.40381101626596594,0.40528602928103724,0.36611395227469085,0.3881815535004665,0.4234966136431328,0.3866846403645473,0.32068387062913717,0.4056513774176819,0.44531539039211987,0.4014257697369314,0.28041038325674233,0.48019565437205197,0.5185531787817478,0.4706740621164596,0.2163940007690552,0.5784110301786654,0.6302335351443707,0.5632971602547124,0.09598606263332782,0.5114181081712968,0.7698983988796694,0.5000813728821901,0.3361716313873744,0.7113688198442996,0.5053215879311395,0.7064004056659403,0.3326747021915735,0.7973810810930835,0.7462068482034896,0.7388053213905076,0.31525930106612043,0.8693181758420889,0.6489110357194804,0.8754502215716062,correctDown
0.3988859157032201,0.4057159726281829,0.35969771926866884,0.38833827764183004,0.42003562443676534,0.38735305686791927,0.31800490870041104,0.40692244308309017,0.44138747749791973,0.4020912461157164,0.28101677985353946,0.4803258921122534,0.5190108638024838,0.4726569877271231,0.21668002805667408,0.5752632020315402,0.6295722733238552,0.5633966218070602,0.09708646035356754,0.5125596161973827,0.7732025919443356,0.5000897224758462,0.3366262196710287,0.7088263621075528,0.504706639771101,0.7047436069365002,0.32808130035838673,0.7790515539599061,0.7387133739680424,0.7382037390419023,0.31876352127187224,0.8669089890112327,0.6497092860281449,0.8775506826993256,correctDown
0.4009254260268742,0.4058547850846497,0.3608012369070682,0.3891251937446187,0.42256692436929705,0.38799062385856,0.3194361632539453,0.40608608905441956,0.4441372590317018,0.4007003773091101,0.2799566540522866,0.4824174874544426,0.5155750133280093,0.4741270904229675,0.21652105066303767,0.57843516007101,0.6264768388483212,0.5621600924674912,0.09462843343622797,0.5128770538630213,0.7697517444068163,0.4995094581355537,0.33711309755969854,0.7096744510597501,0.5019473145803441,0.7080681862089097,0.3180173519423756,0.7484158150004342,0.7313412107582906,0.7388101159712064,0.3152666651425899,0.8630165791541003,0.6431668883629901,0.8772330433891696,correctDown
0.407576941703104,0.40632653762594895,0.3628805368224528,0.390172458703429,0.4265557367152928,0.3888159923079756,0.3188826128684947,0.40602864531271543,0.44554761318696506,0.4002321791565536,0.28073786312396765,0.4833513856215671,0.515288126756211,0.4734975352143748,0.2177832086690342,0.5786684668808438,0.6275680157518373,0.5638994413891427,0.09603161451311082,0.5141754404513311,0.772749849877532,0.5004134471864676,0.3352782011244636,0.7156438264807508,0.5031751865264468,0.7109457427383705,0.3249413093402669,0.7498093447093805,0.7295395138029923,0.7374366240559515,0.3154937516359117,0.861983246818699,0.6434557767801015,0.8736768807728177,correctDown
0.3936320467011001,0.40736063917728005,0.3576197496173774,0.3896325678311942,0.41713634300541663,0.3888540806447033,0.3181740109137815,0.40767070192652055,0.4397732771767988,0.4029328185907727,0.27882093994038265,0.48134134297418874,0.5156992210395857,0.46967244894941873,0.21347129987681607,0.5756034865719841,0.6273335190698139,0.5627327590969836,0.0933383028519576,0.5103977438239796,0.7689105966785662,0.5040911433775334,0.3365194569316847,0.71245603714956,0.502476099981032,0.7085604371554957,0.333354291792741,0.775220521263144,0.7356020267694677,0.7322225857196427,0.32149744252266466,0.8706886448454455,0.6489105198010496,0.8711138235337049,correctDown
0.4009340064393113,0.4047518539858671,0.36113677269148325,0.38798325077597057,0.41995914884708313,0.386315520657938,0.3183262464773103,0.4068680967669023,0.4394851220561638,0.40218798169589676,0.2812334041899639,0.4813619327806918,0.5189340814135904,0.47062841797399846,0.2061766130386403,0.575958033429074,0.6292721547438669,0.5640398464414057,0.08447787905784335,0.5125692871510453,0.7697569395291423,0.49990800371680616,0.3363855907059797,0.7122555278166951,0.5013813976463035,0.7094151547578676,0.3290806035941132,0.7767412632150718,0.7442972446960467,0.7374921828112796,0.3212871068294502,0.8735024252251323,0.6495719353135921,0.8755609608443755,correctDown
0.40355712439710134,0.4046561278924313,0.3622500799867755,0.38792691898419257,0.42260583655284,0.3864036518353655,0.3186259532425648,0.4068656941236336,0.44249823679327915,0.40194358104578287,0.2826597803296445,0.4817574908825863,0.519716731801632,0.4714566833486648,0.20649653868613313,0.5762500185192447,0.6294897379540666,0.564709871455894,0.08645622210941306,0.5143944472594126,0.7746886335375869,0.4987369155174419,0.3346460227550302,0.7123958664488599,0.497645602680426,0.710095280583311,0.3266711922558869,0.7551196538302353,0.7430870580087379,0.7345192939726705,0.3203837138922206,0.8727757377355803,0.646972991686016,0.8757356778865732,correctDown
0.3998187092039705,0.4040199249621292,0.36225697137417107,0.3876227905105188,0.4198440300729205,0.38641887293790916,0.3202814167121559,0.40525723372840067,0.4409606589018683,0.4015026304754582,0.28115777069427084,0.4810917607284235,0.5179788966551152,0.47154059084752087,0.2109726507314865,0.574608726665245,0.6286495792541867,0.5626611381462299,0.09791099834758336,0.5133338857100188,0.7673646556718143,0.5028370265624074,0.3348061212359317,0.712598212528424,0.49682795292333587,0.7103184444406625,0.3225126134951596,0.7503545402302529,0.7408464366112425,0.7389647225028841,0.31190821866383994,0.8677386129700102,0.6454089077057277,0.8756700275249022,correctDown
0.4004267562911883,0.4026805449726984,0.3622435681713566,0.3868959270431307,0.42006259022878584,0.3860416497580231,0.3204374990471184,0.4041179227249797,0.4408308879940661,0.4011755037635468,0.28095353531008427,0.48086271079806087,0.5180324837558881,0.4715783798829893,0.21724374643977748,0.5737281631981843,0.6277578103973563,0.5628723712432754,0.09452209300398867,0.5136966087463389,0.7673758111243564,0.5022476199779842,0.33401833905820233,0.7110144286721796,0.49262710412041094,0.7086207997863341,0.3217811276908124,0.7506890163922075,0.7362707418855614,0.7383385670178018,0.31352258307073155,0.8625770763576144,0.643592280501079,0.8766720791670046,correctDown
